,canonical
76,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O
77,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O
78,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
79,COC(=O)C1=CCCN(C)C1
80,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1
81,Cc1ccc(C(=O)O)cc1[N+](=O)[O-]
82,Cc1cc(C(=O)O)ccc1[N+](=O)[O-]
83,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C
84,CCCCC[C@H](C)O
85,O=C([O-])c1ccccc1O
86,NC(=O)c1ccccc1
87,CCN1CCc2nc(N)oc2CC1
88,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1
89,O=C1[C@@H](N(CO)C(=O)NCO)N(CO)C(=O)N1CO
90,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br
91,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1
92,CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1
93,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
94,Nc1ccc([N+](=O)[O-])cc1N
95,[K+]
96,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O
97,Oc1nc(Cl)c(Cl)cc1Cl
98,C/C=C/C=C/C=O
99,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl
100,C[Si](C)(C)N[Si](C)(C)C
101,C=CC(=O)OCCCl
102,COC[C@@H](C)N(C(=O)CCl)c1c(C)csc1C
103,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1
104,C/C(=N\NC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)[O-]
105,C[C@H]1CO[C@](Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1
106,CCN(CC)CCOC(=O)[C@@H](Cc1cccc2ccccc12)C[C@@H]1CCCO1
107,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
108,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
109,CC(C)N(CC[C@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
110,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O
111,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
112,CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C
113,O=C(O)/C=C(\CC(=O)O)C(=O)O
114,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CC(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)C[C@@H](OC(=O)CCCCCCCCCCCCCCC)CC2(C)C)C(C)(C)C1
115,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO
116,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1
117,CNCC(=O)c1ccc(O)c(O)c1
118,CC(C)(C)C1CCC(=O)CC1
119,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@@H]3C[C@@H]12
120,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21
121,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
122,CCCCC(=O)[O-]
123,CCCCCCCCCCCCCC(=O)OC
124,Nc1ccncc1N
125,CCCCCC[C@@H](C)O
126,CCC[Si](OC)(OC)OC
127,CC1=C(CC=O)C(C)(C)CCC1
128,NCCNCCNCCN
129,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O
130,CCC[C@@H]1CO[C@@](Cn2cncn2)(c2ccc(Cl)cc2Cl)O1
131,Cc1ccc(N)c(N)c1
132,CCCCCNCCCCC
133,COC[C@H](C)O
134,c1ccc2c(c1)Oc1ccccc1S2
135,C[C@@H]1CN1
136,CCc1cnc(C2=N[C@](C)(C(C)C)C(=O)N2)c(C(=O)O)c1
137,NCC(=O)CCC(=O)O
138,Clc1ccc([C@H](Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1
139,Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1
140,COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12
141,ClCOCCl
142,C[C@H](O)CNC[C@H](C)O
143,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
144,CC(=O)[C@H]1[C@H](C#N)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
145,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1
146,CCOC(=O)[C@@H]1O[C@@H]1c1ccccc1
147,ONc1ccccc1
148,O=CC(=O)c1ccccc1
149,[Cu]I
150,CCCC[C@@H](CC)CC[C@@H](CC(C)C)OS(=O)(=O)[O-]
151,ClCc1ccc(Cl)cc1Cl
152,O=C(O)CCCCCCCCC(=O)O
153,CCCCCCCC(=O)OC
154,C[C@H](O)COC[C@@H](C)O
155,Cc1ccc(C(=O)C(=O)[O-])cc1C
156,O=C([O-])COc1nn(Cc2ccccc2)c2ccccc12
157,Cc1ncc[nH]1
158,COc1ccc2sc(C(=O)Nc3nnn[n-]3)c(OC(C)C)c2c1
159,Oc1ccc2c(c1)OC[C@@H](N1CCC(O)(c3ccc(F)cc3)CC1)[C@H]2O
160,O=C(O)CCN(C1(C(=O)NO)CCCC1)S(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1
161,O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1
162,Cc1nc(C)nc(N2C[C@@H](C)N(c3ccnc([C@@H](C)O)n3)[C@@H](C)C2)n1
163,CC[C@H](C)[C@@H](C(=O)O)n1sc2ccccc2c1=O
164,Cc1cc(SC2=C(O)C[C@@](CCc3ccc(N)cc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1CO
165,CCn1nc(C)c2c1C(=O)NCC(c1ccc(O)cc1)=N2
166,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-]
167,CN1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1
168,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O
169,CO[Si](C)(C)OC
170,CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
171,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1
172,CC(=O)c1ccccc1O
173,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl
174,O=C(O)c1cccc(Cl)n1
175,CCCCCCCCCC=O
176,Cc1ccc(C(C)(C)C)cc1
177,BrCBr
178,Nc1cc(Cl)cc(Cl)c1
179,CCCCCCCCCC(=O)O
180,CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O
181,O=[N+]([O-])[O-]
182,CCCCCCCCCOS(=O)(=O)[O-]
183,O=Cc1ccc(C(=O)O)cc1
184,CC[C@@H](Cl)CCl
185,CC(C)(O)c1ccccc1
186,O=C1CCCN1
187,ClCc1ccccc1Cl
188,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1
189,N#CC1(/N=N/C2(C#N)CCCCC2)CCCCC1
190,C=CC(=O)OCCOC(=O)C=C
191,CCCC[P+](CCCC)(CCCC)CCCC
192,N#CCc1cccc(C(F)(F)F)c1
193,COc1cccc(Br)c1
194,CCCCCCCCNC
195,CC[C@@H]1OC[C@@H](COc2ccc(Oc3ccccc3)cc2)O1
196,CC1=C(C(=O)Nc2ccccc2)SCCO1
197,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2
198,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C
199,Cc1ccc2c(Br)cc(Br)c(O)c2n1
200,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
201,C[C@H](O)COc1ccccc1
202,O=[P@@]1(NCCCl)OCCCN1CCCl
203,C=CC(=C)C
204,CC(C)O
205,CC(C)OC(=O)Nc1cccc(Cl)c1
206,CC(C)OC(=O)Nc1ccccc1
207,C/C=C\c1ccc2c(c1)OCO2
208,CCCC(CCC)C(=O)[O-]
209,C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
210,CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12
211,CCN(Cc1ccc(Cl)nc1)/C(=C/[N+](=O)[O-])NC
212,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)c1ccccc1N
213,O=C(c1ccccc1)c1cc(Cl)ccc1O
214,OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O
215,Cc1ccc(/C=C2\C(=O)[C@@H]3CC[C@H]2C3(C)C)cc1
216,CC(C)C[P+](C)(CC(C)C)CC(C)C
217,C=C1C[C@]23CC[C@H]4[C@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1C3
218,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
219,CCCC[C@@H](CC)COC(=O)c1ccc(C(=O)OC[C@H](CC)CCCC)c(C(=O)OC[C@@H](CC)CCCC)c1
220,O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO
221,Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1
222,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl
223,O=c1n(C[C@H]2CO2)c(=O)n(C[C@@H]2CO2)c(=O)n1C[C@@H]1CO1
224,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1/N=N\c1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O
225,O=C(O)c1ccc(O)cc1O
226,O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21
227,CC1=CC(C)(C)Nc2ccccc21
228,Cc1cc(=O)oc2cc(O)cc(O)c12
229,CC(C)CNCC(C)C
230,CN[C@@]1(c2ccccc2Cl)CCCCC1=O
231,Cc1ccccc1OC[C@@H](O)CNCCOc1ccc(C(N)=O)cc1
232,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12
233,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1
234,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12
235,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
236,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
237,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
238,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
239,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl
240,NC(=O)OCC(COC(N)=O)c1ccccc1
241,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1
242,COC(=O)c1ccc(C)cc1C1=NC(=O)[C@](C)(C(C)C)N1
243,CCO[P@@](=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C
244,CSc1nc(NC2CC2)nc(NC(C)(C)C)n1
245,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
246,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12
247,CCC1(C)CC(=O)NC(=O)C1
248,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2
249,NC(=S)NNC(N)=S
250,NC(=S)C(N)=S
251,C[C@@H]1CN1P(=O)(N1C[C@@H]1C)N1C[C@@H]1C
252,O=C(Oc1ccccc1)Oc1ccccc1
253,C[Hg]Cl
254,S=c1[nH]cnc2[nH]cnc12
255,[Hg+2]
256,CCCCCCCCCCCCNC(=N)N
257,CN(C)CCN(Cc1cccs1)c1ccccn1
258,COc1nn(CSP(=S)(OC)OC)c(=O)s1
259,NC1=NC[C@H]2c3ccccc3Cc3ccccc3N12
260,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C
261,O=C([O-])CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(Cl)c2)[C@H](O)C[C@@H]1O
262,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1
263,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
264,COc1ccc(/C=C/C(=O)OCCC(C)C)cc1
265,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1
266,CCn1cc[n+](C)c1C
267,Clc1ccc2cc3ccccc3cc2c1
268,CCCCn1cc[n+](C)c1
269,F/C(COc1ccc2c(c1)[nH]c1ccccc12)=C1/CN2CCC1CC2
270,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1
271,CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC
272,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
273,Brc1c2ccccc2cc2ccccc12
274,CCO/C=C1\N=C(c2ccccc2)OC1=O
275,CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl
276,CCN1CCC[C@H]1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC
277,COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@H](CC(C)C)CN1CC2
278,Cc1cc(C)cc(C(=O)O[C@@H]2C[C@H]3CC[C@@H](C2)N3C)c1
279,CC[N+]1(C)CCCC1
280,COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21
281,CNC(=O)/C=C(\C)OP(=O)(OC)OC
282,Cc1occc1SSc1ccoc1C
283,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O
284,C/C=C\C(=O)CC
285,C[C@@H]1OCCC1=O
286,C[C@@H]1CCCC(=O)C1=O
287,CC1=C(O)C(=O)O[C@H]1C
288,CCCCCc1ccco1
289,c1cnc2c(n1)CCCC2
290,CCCCc1ccc2cccc(S(=O)(=O)[O-])c2c1
291,Cc1cc(S(=O)(=O)[O-])ccc1/N=N/c1c(O)ccc2ccccc12
292,Cc1ccc(/N=N/c2c(O)ccc(/N=N\c3ccc(S(=O)(=O)[O-])cc3)c2O)c(C)c1
293,Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
294,CCNc1nc(Cl)nc(NC(C)(C)C)n1
295,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
296,Oc1c(Cl)cc(Cl)c2cccnc12
297,NC(=O)OC[C@H](O)COc1ccc(Cl)cc1
298,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
299,CCCCCCCCCCCCCCn1cc[n+](C)c1
300,O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-]
301,O=P(Cl)(Cl)Cl
302,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2)cc1
303,CC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl
304,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1
305,CN(C)CCOC(c1ccccc1)c1ccccc1
306,COC(=O)c1ccc(C)cc1
307,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21
308,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
309,CC(=O)/C=C/c1ccccc1
310,Cc1c[nH]c(=S)[nH]c1=O
311,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3
312,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
313,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O
314,CC1(C)O[C@]2(C)CC[C@H]1CC2
315,C=COC[C@H]1CC[C@H](CO)CC1
316,CC(=O)/C=C/C1=C(C)CCCC1(C)C
317,CC(=O)N[C@@H]1CCSC1=O
318,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1
319,C[C@@H]1COc2ccccc2N1C(=O)C(Cl)Cl
320,C[C@H](N)CN
321,CC[C@H](C)O
322,CCCC[C@@H](CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC[C@@H](CC)CCCC
323,C[C@@H](O)CN
324,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1
325,O=c1oc2cc(O)ccc2s1
326,C=CCc1ccc(O)c(OC)c1
327,COC(=O)[C@@H](N)CCCN/C(N)=N/[N+](=O)[O-]
328,C[C@@]1(S(=O)(=O)[O-])CC(=O)c2ccccc2C1=O
329,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2
330,C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
331,CC[C@@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(/C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](NC(C)=O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C\C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
332,COc1c(Br)cc(Br)c(C)c1Br
333,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
334,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
335,O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21
336,CC(=O)O[Cr](OC(C)=O)OC(C)=O
337,CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)[O-])O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C
338,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O
339,C=C(C)C(=O)OCCNC(C)(C)C
340,NS(=O)(=O)c1ccccc1OC(F)(F)F
341,O=C=NC[C@H]1CCC[C@@H](CN=C=O)C1
342,C=C[C@H]1CN2CC[C@@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12
343,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1
344,Oc1cccc2cccnc12
345,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O
346,O=C(O)[C@@H](S)[C@H](S)C(=O)O
347,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
348,Cc1ncc(CO)c(CN)c1O
349,NS(=O)(=O)c1ccc(C(=O)O)cc1
350,O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS
351,C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@H]([C@@H]2CCNC(N)=N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC1=O
352,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
353,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1
354,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
355,CN(C)C(=O)Oc1ccc[n+](C)c1
356,Cc1ncc(CO)c(CO)c1O
357,CC[C@@H]1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
358,C=C[C@H]1CN2CC[C@@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
359,Brc1cc2ccccc2c2ccccc12
360,CC(C)(N)CO
361,CC(C)(CO)CO
362,O=S1(=O)CCCC1
363,O=[N+]([O-])C(CO)(CO)CO
364,OCC(CO)(CO)COCC(CO)(CO)CO
365,O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-]
366,NC(CO)(CO)CO
367,O=C(Cl)c1cc(C(=O)Cl)cc(C(=O)Cl)c1
368,CO[Si](CCCS)(OC)OC
