,canonical
80,CC(C)(O)Cc1ccccc1
81,O=Cc1ccccc1S(=O)(=O)[O-]
82,O=S(=O)(O)NC1CCCCC1
83,CCCC(=O)OC(C)(C)Cc1ccccc1
84,CC(=O)c1ccc(C(C)=O)cc1
85,C1N2CN3CN1CN(C2)C3
86,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1
87,CCOC(=O)Cn1cccc1-c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1
88,[Ni+2]
89,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1
90,O=[Se]([O-])[O-]
91,[Tl+]
92,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1
93,[Cd+2]
94,C[C@H](Oc1cccc(Cl)c1)C(=O)O
95,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccccc1
96,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl
97,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN
98,Oc1cccc(Nc2ccccc2)c1
99,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
100,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1
101,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
102,CC(C)OC(=O)Nc1cccc(Cl)c1
103,O=[N+]([O-])[O-]
104,CN(C)C(=O)Oc1ccc[n+](C)c1
105,O=C(Nc1cccc(Cl)c1)OCC#CCCl
106,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
107,C=CCOc1nc(OCC=C)nc(OCC=C)n1
108,C/C(C=O)=C/c1ccccc1
109,CN[C@@H](C)CC1CCCCC1
110,COC(=O)Cc1ccccc1
111,CN(C)C(=O)Nc1ccccc1
112,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F
113,CCNc1nc(NCC)nc(SC)n1
114,CCCCCCCCCCCCS(=O)(=O)Cl
115,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC
116,COC(Cc1ccccc1)OC
117,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1
118,N#C/C(=C1\SC[C@H](c2ccccc2Cl)S1)n1ccnc1
119,Oc1ccc(Cc2ccccc2)cc1
120,Nc1ccc(Nc2ccccc2)cc1
121,Brc1ccc(Oc2ccccc2)cc1
122,CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1
123,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O
124,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C
125,C=CCN1CCc2nc(N)sc2CC1
126,O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
127,CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1
128,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1
129,COc1ccc(Nc2ccc(OC)cc2)cc1
130,NC(=O)Oc1ccc(Cc2ccccc2)cc1
131,CC(C)Nc1ccc(Nc2ccccc2)cc1
132,Nc1ccc(Cc2ccc(N)cc2)cc1
133,Nc1ccc(Oc2ccc(Cl)cc2)cc1
134,Nc1ccc(Oc2ccc(N)cc2)cc1
135,c1ccc(Cc2ccccc2)cc1
136,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12
137,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12
138,N#C[C@@H](c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl
139,C1CCC(NC2CCCCC2)CC1
140,c1ccc(Oc2ccccc2)cc1
141,CCCCC/C(=C/c1ccccc1)CO
142,CCCCCC/C(C=O)=C/c1ccccc1
143,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl
144,c1cc(OC[C@@H]2CO2)cc(OC[C@H]2CO2)c1
145,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)[O-])cc3c(c12)OCO3
146,C=C(Nc1ccc(OCC)cc1)Nc1ccc(OCC)cc1
147,CC[C@@H](C)Nc1ccc(N[C@@H](C)CC)cc1
148,CCOC(=O)Cc1ccccc1
149,CC(=O)SC[C@H](CC(=O)c1ccc(C)cc1)C(=O)O
150,COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F
151,CC(=O)CC(=O)Nc1ccccc1
152,CN(Cc1ccccc1)Cc1ccccc1
153,N=C(Nc1ccccc1)Nc1ccccc1
154,O=C(Nc1ccccc1)Nc1ccccc1
155,S=C(Nc1ccccc1)Nc1ccccc1
156,O=C(Oc1ccccc1)Oc1ccccc1
157,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21
158,CCCC[C@@H](CC)COCCC#N
159,O=C(Cc1ccccc1)OCc1ccccc1
160,CCO[Si](CC[C@H]1CC[C@@H]2O[C@@H]2C1)(OCC)OCC
161,CCCCCN(CCCCC)C(=O)[C@@H](CCC(=O)[O-])NC(=O)c1ccc(Cl)c(Cl)c1
162,c1ccc2cc(C3=NCCN3)ccc2c1
163,O=C(Cc1ccccc1)OCCc1ccccc1
164,N#CC(Br)(Br)C(N)=O
165,CCc1cnc(C(=O)O)c(C(=O)O)c1
166,CCNc1cccc(C)c1
167,c1cc2c(c(NC3=NCCN3)c1)CCCC2
168,CC(=O)Nc1cccc(N)c1
169,CC(=O)Oc1cccc(O)c1
170,O=C=Nc1ccc(Cl)c(Cl)c1
171,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
172,CCN(CC)C[C@@H]1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21
173,OCCOc1cccc(OCCO)c1
174,ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@@H]4O[C@@H]4[C@H](Cl)[C@H]3[C@@]1(Cl)C2(Cl)Cl
175,COc1ccc(N)c(C)c1
176,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O
177,C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2
178,c1cc[cH-]c1
179,COCCOC(=O)CC#N
180,C[C@H](O)CN(CCN(C[C@@H](C)O)C[C@@H](C)O)C[C@@H](C)O
181,COc1ccnc(C[S@](=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
182,CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12
183,CO[P@@](N)(=O)SC
184,N#Cc1ccc([C@H]2CCCc3cncn32)cc1
185,C=CCN(CC=C)CC=C
186,CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C
187,OCCN(CCO)CCO
188,CC(=O)OCC(COC(C)=O)OC(C)=O
189,c1ccc2sc(SN3CCOCC3)nc2c1
190,CC(C)(CO[P@](=O)([O-])O[P@@](=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O[P@@](=O)([O-])O)[C@H](O)C(=O)NCCC(=O)NCCS
191,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1
192,CCCCN(CCO)CCO
193,C=C[C@@H](C)CCC=C(C)C
194,CCCCN(CCO)CCCC
195,CCCCN(CCCC)CCCC
196,CCCCCCn1c(=O)c2c(ncn2C)n(C)c1=O
197,CC(C)[C@@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1
198,CCCCOP(OCCCC)OCCCC
199,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC
200,CCOC(=O)c1ccc(N(C)C)cc1
201,O=[N+]([O-])/C=C/c1ccccc1
202,OB(O)O[Hg]c1ccccc1
203,NC(=O)NNc1ccccc1
204,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)[C@H](F)C(F)(F)F)cc1Cl
205,CC(C)(O)CCc1ccccc1
206,CCCC[C@@H](CC)COC(C)=O
207,CCO[C@@H]1O[C@H]([C@H](COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O
208,O=S1(=O)OC[C@@H]2[C@@H](CO1)[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl
209,CCOC(=O)c1nc(C(Cl)(Cl)Cl)n(-c2ccc(Cl)cc2Cl)n1
210,C=CC(=O)OC[C@H](CC)CCCC
211,CCOP(=S)(OCC)S[C@@H](CCl)N1C(=O)c2ccccc2C1=O
212,Oc1ccc(OCc2ccccc2)cc1
213,CC[n+]1ccccc1
214,O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1
215,O=C1c2ccccc2C(=O)C1c1nc2ccccc2c(Br)c1O
216,CCCC[C@@H](CC)COC(=O)CCCCC(=O)OC[C@@H](CC)CCCC
217,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
218,CCCC[C@H](CC)COC(=O)CCCCCCCC(=O)OC[C@@H](CC)CCCC
219,O=[N+]([O-])O[Cd]O[N+](=O)[O-]
220,[Ba+2]
221,COC(=O)/C=C/c1ccccc1
222,C[C@@H](O)C(=O)O
223,CC(C)C(=O)OCc1ccccc1
224,c1ccc(CCc2ccccc2)cc1
225,C(=C/c1ccccc1)\c1ccccc1
226,CN1C(=O)C[C@@H](C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N2CCC[C@H]2C(N)=O)NC1=O
227,C(=C/c1ccncc1)\c1ccccc1
228,c1ccc(/N=N/c2ccccc2)cc1
229,C1CN(SSN2CCOCC2)CCO1
230,C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21
231,CCOC(=O)/C=C/c1ccccc1
232,CCCC(=O)OCc1ccccc1
233,O=C(CCCN1CCN(c2ccc(F)cc2)CC1)N[C@H]1c2ccccc2CSc2ccccc21
234,OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
235,CC(C)CC(=O)OCc1ccccc1
236,C=C[C@](C)(O)CC/C=C(\C)CC
237,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1
238,O=C(/C=C/c1ccccc1)OCc1ccccc1
239,CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21
240,CC(=O)OCCc1ccccc1
241,COc1ccc(-n2nc(CCC(=O)N(C)O)cc2-c2ccc(Cl)cc2)cc1
242,CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12
243,CC(C)C(=O)OCCc1ccccc1
244,c1ccc(CNCc2ccccc2)cc1
245,c1ccc(COCc2ccccc2)cc1
246,CCCC(=O)OCCc1ccccc1
247,O=C(/C=C\c1ccccc1)OCCc1ccccc1
248,CC(=O)OC/C=C/c1ccccc1
249,CCC(=O)OC/C=C/c1ccccc1
250,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1
251,CC(C)C(=O)OC/C=C\c1ccccc1
252,CC(C)(C)CC(C)(C)c1cc(Cc2cc(C(C)(C)CC(C)(C)C)cc(-n3nc4ccccc4n3)c2O)c(O)c(-n2nc3ccccc3n2)c1
253,CC(C)C(=O)OCCOc1ccccc1
254,Cl[Ba]Cl
255,Cl[Yb](Cl)Cl
256,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
257,BrCCc1ccccc1
258,Cc1nccn1C[C@H]1CCc2c(c3ccccc3n2C)C1=O
259,CCCc1ccccc1
260,CCNc1ccccc1
261,O=CNc1ccccc1
262,S=C=Nc1ccccc1
263,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1
264,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2=O
265,OCCc1ccccn1
266,OCCN1CCNCC1
267,Cc1cc(=O)oc2cc(O)ccc12
268,O=c1cc(O)c(Cl)c[nH]1
269,O=S(=O)([O-])[O-]
270,COc1cc2c(cc1OC)CN(C(=O)[C@H](C)N[C@@H](CCc1ccccc1)C(=O)O)[C@H](C(=O)O)C2
271,Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O
272,O=C(O)Cc1ccccc1
273,CN(C)Cc1ccccc1
274,CC(=O)Nc1ccccc1
275,NC(=S)Nc1ccccc1
276,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCCCC2)cc1
277,NCCNC(=O)c1ccc(Cl)cn1
278,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C
279,CC(C)(N)Cc1ccccc1Cl
280,CC(=O)Nc1ccc(C)cc1
281,CC(=O)Nc1ccc(O)cc1
282,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)OCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
283,Nc1c(NC/C=C\COc2cc(CN3CCCCC3)ccn2)c(=O)c1=O
284,CC(C)c1ccc(C[C@@H](C)C=O)cc1
285,CNC(=O)c1c(I)c(NC(=O)CCCCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NC)c2I)c(I)c(C(=O)O)c1I
286,C=CCc1ccc(OC(=O)Cc2ccccc2)c(OC)c1
287,CCO[C@@H](CN1CCN(C[C@@H](C)C(=O)c2ccccc2)CC1)c1ccccc1
288,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1
289,CCC1(c2cnc[nH]2)Cc2ccccc2C1
290,CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1
291,CCC1(c2cnc[nH]2)Cc2ccccc2C1
292,c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1
293,Cc1cnc(C2=NC(=O)[C@](C)(C(C)C)N2)c(C(=O)O)c1
294,O=C=Nc1ccc(Cl)cc1
295,CCCCc1ccc(N)cc1
296,NC[C@H](O)c1ccc(O)cc1
297,Cc1ccc(S(=O)(=O)O)cc1
298,C/C(=N\[Si](C)(C)C)O[Si](C)(C)C
299,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
300,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
301,COc1ccc(CCC(C)=O)cc1
302,COC(=O)C[C@H](C(C)=O)C(=O)OC
303,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1
304,COc1ccc(COC(C)=O)cc1
305,Nc1ccc(S(=O)(=O)NCc2ccccc2)cc1
306,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
307,CCC(=O)/C=C/c1ccc(OC)cc1
308,CCOCCOC(=O)/C=C/c1ccc(OC)cc1
309,OC[C@@H](O)COc1ccc(Cl)cc1
310,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1
311,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1
312,O=C([O-])CCCOc1ccc(Cl)cc1Cl
313,CC(C)NC[C@H](O)COc1ccc(COCCOC(C)C)cc1
314,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1
315,OCCOc1ccc(OCCO)cc1
316,CCCCCCCCCc1ccc(O)cc1
317,CCCCCCCCCCCCc1ccc(O)cc1
318,CCCc1ccc(OC)cc1
319,C/C=C\c1ccc(OC)cc1
320,OC(c1ccccc1)(c1ccccc1)[C@H]1CN2CCC1CC2
321,CCCC[C@H]1CCC(=O)O1
322,CCCCc1ccccc1
323,O=CCCc1ccccc1
324,CC(C)=C[C@H]1[C@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
325,OC/C=C\c1ccccc1
326,O=C/C=C/c1ccccc1
327,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1
328,CCCCC[C@H]1CCC(=O)O1
329,OCCNCc1ccccc1
330,CCCN[C@H]1CCc2nc(N)sc2C1
331,O=c1sc2ccccc2c(O)c1[C@H]1C[C@H](c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21
332,c1ccc(OCCOc2ccccc2)cc1
333,CCCCCCC[C@@H]1CCC(=O)O1
334,O=C(O)c1nc(Cl)c(Cl)c(Cl)c1Cl
335,CCCCCCCCCCc1ccccc1
336,CCCC[C@@H](CC)CN
337,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1
338,CCCC[C@H](CC)CO
339,COc1ccc2sc(C(=O)Nc3nnn[n-]3)c(OC(C)C)c2c1
340,Cc1ccc(CCl)cc1
341,CC1=CC[C@@H](C(C)(C)O)CC1
342,Cc1ccc(C#N)cc1
343,Cc1ccc(C=O)cc1
344,O=Cc1ccc(Cl)cc1
345,CCc1ccc(C)nc1
346,O=Nc1ccc(O)cc1
347,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
348,COc1ccc(C)cc1
349,COc1ccc(N)cc1
350,O=C([O-])/C=C/[C@@H](O)c1ccc(Cl)cc1
351,O=C(O)/C=C/c1c[nH]cn1
352,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
353,CC[N+]1(CC)CC[C@H](OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
354,CCc1ccc(CC)cc1
355,C=Cc1ccc(C=C)cc1
356,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1
357,OC[C@H]1CC[C@H](CO)CC1
358,ON=C1C=CC(=NO)C=C1
359,COc1ccc(CO)cc1
360,C=C(C)C(=O)OCCN(CC)CC
361,CCC[C@H]1CCC(=O)O1
362,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2
363,O=Cc1c2ccccc2c(Cl)c2ccccc12
364,CCC[C@@H](C)CO
365,C#C[C@@H](O)CCC
366,COC(=O)CC#N
367,CCOC(=O)CBr
368,CCOC(=O)CC
369,CCc1cc2cc(OC)c(OC)cc2c(Cc2ccccc2)n1
370,CCOC(=O)CCl
371,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
372,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1
373,C/C(CC(C)C)=N\O
374,COC(=O)CC(C)=O
375,O=C1NCN(c2ccccc2)C12CCN(C[C@H]1COc3ccccc3O1)CC2
376,C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1
377,CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc([N+](=O)[O-])c1
378,CCOC(=O)CC(=O)OCC
379,CCCC(=O)OCC
380,CCNC(=S)NCC
381,CCCCCCOc1ccc(C(=N)N(CCCC)CCCC)c2ccccc12
382,CCOC(=O)CC#N
383,CCOC(C)OCC
384,CCOC(=O)OCC
385,CN(CCO)CCO
386,O=C1CCCCCN1
387,C/C(=N\O)[C@@H](C)NCC(C)(C)CN[C@H](C)/C(C)=N/O
388,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O
389,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1
390,CN(C)CCCNCCCN
391,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21
392,Cc1ccc(O)c(C)c1
393,CCCCOC(=O)/C=C\C(=O)OCCCC
394,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
395,CC(C)=CCC[C@@H](C)CCOC=O
396,CC(C)=CCC/C(C)=C/COC=O
397,CC(=O)OC/C=C(\C)CCC=C(C)C
398,CCC(=O)OC/C=C(\C)CCC=C(C)C
399,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21
400,C=C(C)C(=O)OCCOc1ccccc1
401,O=C1CCCCCCCCCCCC(=O)OCCO1
402,CCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCC
403,CCN(C)N=O
404,CCCCOC(=O)CCCCC(=O)OCCCC
405,CC(=O)c1cc(C)oc1C
406,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1
407,O=C1CCCCCCCCCCCCCCO1
408,COC(=O)Nc1nc2ccccc2[nH]1
409,c1ccc(CN2CCNCC2)cc1
410,Cc1cccc(C)c1N(CCCc1cccnc1)C(=O)[C@H](C)N
411,CCCCCC[C@@H](O)CCCCCCCCCCC(=O)O
412,CCOc1cccc(-n2cc(C(=O)N3CCN(c4cc(C(=O)[O-])c5ccccc5c4)CC3)nc2-c2ccc(C)cc2)c1
413,CCCOC(=O)CCCCC(=O)OCCC
414,CCCC[C@@H](CC)CNC[C@@H](CC)CCCC
415,CC(C)CCC[C@@H](C)CCO
416,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C
417,CC(C)=CCC[C@@H](C)CCO
418,CC(C)=CCC[C@H](C)CC=O
419,CC(C)=CCC/C(C)=C/CO
420,CC(C)=CCC/C(C)=C\CO
421,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
422,CCCC(=O)OCCC(C)C
423,CCCC(=O)OC/C=C(\C)CCC=C(C)C
424,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
425,CCCCCCC(=O)OCC
426,CCCC(=O)OC(=O)CCC
427,CCCCCCCC(=O)OCC
428,CCCCCCCCCCCC(=O)OCC
429,CCCOC(=O)CC
430,Brc1ccc(Br)cc1
431,Cc1ccc(Br)cc1
432,Nc1ccc(Br)cc1
433,Cc1ccc(C)cc1
434,Cc1ccc(Cl)cc1
435,Cc1ccc(O)cc1
436,Cc1ccc(S)cc1
437,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1
438,Clc1ccc(Cl)cc1
439,Nc1ccc(Cl)cc1
440,Oc1ccc(Cl)cc1
441,Cc1ccc(N)cc1
442,Nc1ccc(N)cc1
443,O=C1C=CC(=O)C=C1
444,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1
445,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12
446,CN1CCN(C)CC1
447,[Cr+3]
448,C=CC(=O)OCC(C)C
449,COC(=O)CCC(=O)OC
450,CCCCCC(=O)CC
451,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
452,OCCCC[C@H](O)CO
453,C=CC(=O)OCCC#N
454,CCC[Si](OC)(OC)OC
455,CC(C)=CCC[C@@H](C)C=O
456,CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O
