,canonical
29,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
30,CCCCC[C@H](O)/C=C/[C@H]1[C@H](C/C=C\CCCC(=O)O)C(=O)C[C@@H]1O
31,CCCCC[C@@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O
32,CCCCC[C@H](O)/C=C\[C@H]1[C@H](C/C=C/CCCC(=O)O)[C@@H](O)C[C@@H]1O
33,O=C[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO
34,CC(=O)[O-]
35,CC(=O)OCC[N+](C)(C)C
36,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O
37,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
38,O=C(O)[C@H]1OC=C[C@@H](O)[C@@H]1O
39,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
40,CCCCC[C@@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O
41,N
42,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C
43,COc1ccc2cccc(CCNC(C)=O)c2c1
44,NC(N)=NCCC[C@@H](N)C(=O)O
45,OCc1ccccc1
46,C[N+](C)(C)CC(=O)[O-]
47,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCSC)NC(=O)[C@H](C)NC(=O)[C@@H](N)CCC(=O)O)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)O)[C@@H](C)O
48,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12
49,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O
50,I
51,[Ca+2]
52,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12
53,C
54,O=C(N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
55,C[C@H](CCC(=O)O)[C@@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@@]4(C)[C@H]3C[C@@H](O)[C@]21C
56,Cc1ncc[nH]1
57,C[N+](C)(C)CCO
58,O=C(O)CC(O)(CC(=O)O)C(=O)O
59,[Cl-]
60,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1
61,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1
62,Clc1ccc([C@@H](Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1
63,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1
64,O=C(O)c1ccccc1O
65,Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12
66,COc1cc(C)c(/C=C/C(C)=C\C=C/C(C)=C\C(=O)O)c(C)c1C
67,N[C@H]1CONC1=O
68,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl
69,CCOc1ccccc1OCCN[C@@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1
70,C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1
71,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@@H]3[C@H]1CC[C@@H]2O
72,OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
73,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O
74,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
75,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
76,CCc1cc(C(N)=S)ccn1
77,Nc1ncn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)n1
78,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
79,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@H]2O
80,NCCCCCC(=O)O
81,CC(=O)N[C@@H](CS)C(=O)O
82,COc1ccc2c3c1O[C@@H]1[C@H](O)C=C[C@H]4[C@H](C2)N(C)CC[C@@]314
83,Nc1ccn([C@@H]2O[C@H](CO)[C@H](O)[C@H]2O)c(=O)n1
84,O=S(=O)(O)CCS
85,CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])nc2)cc1
86,C[C@H](O)C(=O)O
87,Cn1c(=O)c2[nH]cnc2n(C)c1=O
88,C#CC[C@H](Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
89,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
90,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1
91,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])[C@H](COCc1ccccc1)C(=O)[O-]
92,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1
93,CS(C)=O
94,NCCc1ccc(O)c(O)c1
95,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@@H]3[C@H]1CCC2=O
96,C[C@@]12CC[C@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O
97,NCCO
98,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
99,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C\[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O
100,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
101,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
102,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H]1Cl
103,NC(=O)[C@@H]1CSSCCC(=O)N[C@H](CCCCN=C(N)N)C(=O)NCC(=O)N[C@H](CC(=O)O)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N2CCC[C@@H]2C(=O)N1
104,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)[O-])[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)[O-])[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-]
105,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
106,CO[C@H]1C[C@H](C[C@H](C)[C@H]2CC(=O)[C@H](C)/C=C(/C)[C@H](O)[C@H](OC)C(=O)[C@@H](C)C[C@@H](C)/C=C/C=C/C=C(/C)[C@H](OC)C[C@@H]3CC[C@H](C)[C@](O)(O3)C(=O)C(=O)N3CCCC[C@@H]3C(=O)O2)CC[C@@H]1OC(=O)C(C)(CO)CO
107,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
108,NC(=O)CC[C@H](N)C(=O)O
109,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
110,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl
111,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@@H]13
112,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1
113,CC[C@@H](C)C[C@@H](C)CCCCCCCCC(=O)N[C@H]1C[C@H](O)[C@@H](NCCN)NC(=O)[C@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O
114,NCC(=O)O
115,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
116,OCC(O)CO
117,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
118,O=C1c2cccc3c2[C@@H](CCC3)CN1[C@@H]1CN2CCC1CC2
119,O=C(O)O
120,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12
121,CC(=O)N[C@@H]1[C@H](O)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O[C@@H]3O[C@@H](CO)[C@H](O[C@@H]4O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]4OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@@H](O)[C@@H]2OS(=O)(=O)O)C(COS(=O)(=O)O)O[C@H]1O
122,NCCc1cnc[nH]1
123,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@@H]2C[C@@H](NC(=O)C(F)(F)F)[C@@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O
124,Oc1ccc(O)cc1
125,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
126,[K+]
127,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
128,NC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](N)[C@@H]3O)[C@@H](N)C[C@H]2N)[C@@H](O)[C@@H](O)[C@@H]1O
129,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
130,N#C[C@@H]1CCCN1C(=O)CN[C@@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2
131,CNC[C@@H](O)c1ccc(O)c(O)c1
132,C=CC[C@@]1([C@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O
133,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O
134,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
135,N[C@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
136,[Mg+2]
137,COc1ccc2[nH]cc(CCNC(C)=O)c2c1
138,CCNC(=NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN=C(NCC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O)NCC
139,[Na+]
140,N[C@H](CO)C(=O)NNCc1ccc(O)c(O)c1O
141,O=C([O-])c1cccnc1
142,C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@H]3[C@@H](O)[C@H]21
143,CN1CCC[C@H]1c1cccnc1
144,O=N[O-]
145,N#[N+][O-]
146,CC(=O)[O-]
147,NC[C@H](O)c1ccc(O)c(O)c1
148,[OH-]
149,FS(F)(F)(F)(F)F
150,O=P([O-])(O)O
151,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1
152,C[C@@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
153,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC
154,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1
155,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1
156,C[C@H](/C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C
157,NC(=O)c1cnccn1
158,Cc1ncc(CO)c(CO)c1O
159,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccc(OC)cc12
160,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1
161,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]21C
162,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O
163,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C
164,COC(c1ccccc1)(c1ccccc1)[C@@H](Oc1nc(C)cc(C)n1)C(=O)O
165,O=C(O)CC[Ge](=O)O[Ge](=O)CCC(=O)O
166,OC(c1ccccc1)(c1ccccc1)[C@]12CC[N@+](CCOCc3ccccc3)(CC1)CC2
167,C[C@@H](O)[C@H](O)[C@@H]1CNc2[nH]c(N)nc(=O)c2N1
168,OCCOC[C@H]1O[C@H](OCCO)[C@H](OCCO)[C@@H](OCCO)[C@@H]1OCCO
169,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
170,Cc1cn([C@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
171,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12
172,FC(F)O[C@H](F)C(F)(F)F
173,O=C(O)[C@@H](S)[C@@H](S)C(=O)O
174,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
175,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
176,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O
177,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C
178,CN[C@H](C)Cc1ccccc1
179,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
180,Cn1c(=O)c2[nH]cnc2n(C)c1=O
181,O=C1C(=O)C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)=C(O)c2ccccc21
182,CSCC[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC1C=NC=N1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)OC(=O)CNC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O
