,canonical
47,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1
48,CN(C)CCc1ccccn1
49,O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)ccn2)CC1
50,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
51,CCc1ccccc1
52,NC(N)=Nc1nc(-c2cccc(N)c2)cs1
53,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
54,CCCC(=O)Nc1ccc(OC[C@@H](O)CNC(C)C)c(C(C)=O)c1
55,NCCCN1c2ccccc2Sc2ccc(Cl)cc21
56,CN(C)Cc1ccc(CSCCNc2[nH]cc(Cc3ccccc3)c2[N+](=O)[O-])o1
57,CN/C(=N/C#N)Nc1cccc(-c2csc(N=C(N)N)n2)c1
58,CNCCc1ccccn1
59,
60,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
61,
62,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
63,CC[C@H](NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1
64,O=S(=O)(c1ccc2cc[nH]c2c1)N1CCC[C@@H]1CCN1CCC(Oc2cccc(Cl)c2)CC1
65,CN(C)Cc1ccnc(-c2cccc(N[C@@H]3N=CC=C3[N+](=O)[O-])c2)c1
66,CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12
67,c1cc(CN2CCCCC2)cc(OCCCNc2nccs2)c1
68,CN1Cc2c(-c3noc(C(C)(C)O)n3)ncn2-c2cccc(Cl)c2C1=O
69,CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@@H]12)c1csc(N)n1
70,NC(=O)N1c2ccccc2[C@H]2O[C@H]2c2ccccc21
71,C1CCCCC1
72,Cc1csc(N=C(N)N)n1
73,CCCN(CCC)CCc1ccc(O)c2c1CC(=O)N2
74,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1
75,CN(C)Cc1ccc(CSCCN[C@@H]2N=CC=C2[N+](=O)[O-])o1
76,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1
77,c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3o2)c1
78,Cc1cccc2c1Oc1ccccc1[C@]1(O)CCN(C)C[C@@H]21
79,O=[N+]([O-])C1=CC=N[C@H]1NCCSCc1ccccn1
80,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
81,NCCc1cn2ccccc2n1
82,Cc1ncc([N+](=O)[O-])n1C[C@@H](O)CCl
83,CCCN(CCC)CCc1cccc2c1CC(=O)N2
84,Clc1ccc2c(c1)[C@H]1CNC[C@H]1c1ccccc1O2
85,CN(C)CCC=C1c2ccccc2CCc2ccccc21
86,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1
87,c1ccc(NCCCOc2cccc(CN3CCCCC3)c2)nc1
88,Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCNC[C@@H]21
89,O=[N+]([O-])C1=CC=N[C@H]1NCCSCc1ncccc1Br
90,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
91,OCCCOc1cccc(CN2CCCCC2)c1
92,Cc1ncsc1CCCl
93,CCN(CC)C(=O)Nc1ccc(OC[C@@H](O)CNC(C)(C)C)c(C(C)=O)c1
94,FC(F)(F)CCl
95,CC(C)c1nc(-c2ncn3c2CN(C)C(=O)c2c(Cl)cccc2-3)no1
96,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21
97,C=CC[C@@H](N)c1ccccc1-c1noc2ccccc12
98,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@H]2O
99,CC(=O)Nc1ccc(O)cc1
100,CC(=O)Oc1ccccc1C(=O)O
101,O=c1ncnc2[nH][nH]cc1-2
102,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O
103,Cn1c(=O)c2[nH]cnc2n(C)c1=O
104,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
105,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
106,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
107,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
108,FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(CCC3OCCCO3)CC1)c1ccccc1S2
109,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@@H]1O
110,O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1
111,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
112,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
113,CN1CCC[C@H](CN2c3ccccc3Sc3ccccc32)C1
114,NC1=NC(=O)[C@H](c2ccccc2)O1
115,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C
116,CCc1cc(C(N)=S)ccn1
117,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
118,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1
119,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
120,O=C([O-])P(=O)([O-])[O-]
121,NCC1(CC(=O)O)CCCCC1
122,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-]
123,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
124,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
125,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
126,CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2
127,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12
128,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
129,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O
130,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O
131,CC(C)(C)NC[C@@H](O)COc1cccc2c1CCC(=O)N2
132,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1
133,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1
134,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
135,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
136,CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1
137,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
138,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
139,c1ccc(C2(N3CCCCC3)CCCCC2)cc1
140,NNCCc1ccccc1
141,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
142,NC(=O)OCCCc1ccccc1
143,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
144,NC[C@@H](O)c1ccc(O)c(O)c1
145,COc1ccc2nc([S@@](=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1
146,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
147,OC[C@H]1O[C@@H](n2cnc3c2NC=NC[C@H]3O)C[C@@H]1O
148,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
149,O=C(N[C@@H](CO)[C@@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
150,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O
151,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
152,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12
153,NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl
154,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
155,CC(C)(Oc1ccc(Cl)cc1)C(=O)O
156,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
157,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
158,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
159,OCCC1CCN(CC/C=C2\c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1
160,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
161,OCCN1CCN(CC/C=C2/c3ccccc3COc3ccc(Cl)cc32)CC1
162,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
163,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
164,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
165,CCC1(c2ccccc2)C(=O)NCNC1=O
166,CCN(CC)CCOC(=O)c1ccc(N)cc1
167,O[C@](CCN1CCCC1)(c1ccccc1)C1CCCCC1
168,CN(C)CCCN1c2ccccc2Sc2ccccc21
169,CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12
170,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1
171,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
172,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1
173,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
174,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
175,NC(CO)(CO)CO
176,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12
177,NC(N)=O
178,O=c1ccc2ccccc2o1
179,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
180,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C
181,O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12
182,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
183,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
184,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
185,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
186,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
187,C[C@H](CN1c2ccccc2Sc2ccccc21)N(C)C
188,CCC(=O)c1ccc2c(c1)N(C[C@H](C)N(C)C)c1ccccc1S2
189,CC(C)c1cccc(C(C)C)c1O
190,CNCCCC1c2ccccc2C=Cc2ccccc21
191,O=c1cc[nH]nc1
192,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21
193,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
194,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
195,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O
196,O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1
197,O=C1C(=O)C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)=C(O)c2ccccc21
198,O=C(O)CCCCCCCC(=O)O
199,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
200,CC[C@@H](C)[C@H](N)C1=N[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCCCC[C@@H]2NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1
201,C[C@H](C[N+](C)(C)C)OC(N)=O
202,CC[N+](C)(C)Cc1ccccc1Br
203,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
204,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
205,NCCc1ccc(O)c(O)c1
206,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
207,C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)/C(=C(/N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21
208,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1
209,Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
210,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O
211,CN[C@@H](C)[C@H](O)c1ccccc1
212,CNC[C@H](O)c1ccc(O)c(O)c1
213,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
214,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
215,Nc1c2c(nc3ccccc13)CCCC2
216,CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21
217,COc1cc2c(cc1OC)[C@H]1CC(=O)[C@@H](CC(C)C)CN1CC2
218,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
219,COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5
220,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
221,CSc1ccc2c(c1)N(CC[C@@H]1CCCCN1C)c1ccccc1S2
222,CN1CCN(CC/C=C2\c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
223,N[C@@H]1C[C@H]1c1ccccc1
224,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
225,CS(=O)(=O)OCCCCOS(C)(=O)=O
226,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1
227,CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12
228,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC
229,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
230,C[N@+]12CC[C@H](CC1)[C@H](OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
231,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
232,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
233,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
234,C[C@@H](Cc1ccc(O)cc1)NC[C@H](O)c1cc(O)cc(O)c1
235,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
236,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
237,O=c1[nH]cc(F)c(=O)[nH]1
238,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
239,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1
240,C[N+]1(C)CC[C@@H](OC(=O)[C@@](O)(c2ccccc2)C2CCCC2)C1
241,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
242,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
243,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
244,O[C@@](CCN1CCCCC1)(c1ccccc1)C1CCCCC1
245,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC
246,C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc21
247,CCCCNC(=O)OC[C@](C)(CCC)COC(N)=O
248,O=c1ccn([C@@H]2O[C@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1
249,CCCC(CCC)C(=O)O
250,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1
251,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
252,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
253,O=C(O)c1cc(=O)c2cc(OC[C@H](O)COc3cccc4oc(C(=O)O)cc(=O)c34)ccc2o1
254,N[C@H]1CONC1=O
255,NC(=O)NO
256,CC(C)[N@+]1(C)[C@@H]2CC[C@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2
257,NC(N)=N/N=C/c1c(Cl)cccc1Cl
258,NC(N)=NCCN1CCCCCCC1
259,CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)[C@@H](O)c1ccccc1)C2
260,NNc1nncc2ccccc12
261,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
262,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
263,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
264,CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1
265,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
266,CN1Cc2c(-c3noc([C@](C)(O)CO)n3)ncn2-c2cccc(Cl)c2C1=O
267,NCCc1cn2ccccc2n1
268,C=C1Cc2c(CCN(CCC)CCC)ccc(O)c2N1
269,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@H]2O
270,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
271,O=NN(CCCl)C(=O)NCCCl
272,CC[C@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
273,NC[C@@H]1O[C@@H](O[C@H]2[C@@H](O)[C@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@H](N)[C@H]3O)[C@@H](N)C[C@@H]2N)[C@@H](O)[C@H](O)[C@H]1O
274,C[C@@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1
275,O=C(c1ccccc1)c1ccc2n1CC[C@H]2C(=O)O
276,C[C@H](N)[C@H](O)c1cccc(O)c1
277,NNC(=O)c1ccncc1
278,CC(C)NC[C@@H](O)c1ccc(O)c(O)c1
279,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
280,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
281,C[C@@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1
282,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
283,OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO
